city,latitude,longitude,name,reviews_rating,reviews_text
Gardena,33.886224,-118.309143,Gardena Terrace Inn,3.0,"The Gardena Terrace Inn was just a one night stay for us. At first glance the front desk is nice and remodeled and the person working was super nice. Going to the room, the elevator certificate was out of date and so was the ambiance. There is courtyard area in the middle of the hotel to sit which was nice. Inside the room it was large and all counter tops/tables remodeled with the same quartz as the front desk but inside the room was brown. The bathroom was also remodeled with body wash, shampoo, and conditioner dispensers on the inside of the wall but for our room, the body wash was completely drained and there were no bars of soap. There was one, clearly used bottle of body lotion by the sink but I feel soap is more important than lotion. We got in late and left early. This inn got the job done and that's about it. Kudos to the workers for being so kind and I'm sure the amenities would have been refilled if we had asked."
Rohnert Park,38.3636,-122.71498,Good Nite Inn Rohnert Park,4.0,"New management made a great change! For a discount property, it was clean and comfortable. We were met by Jonathan and Mariella who were professional, courteous and very friendly. Whatever we asked they had an answer. Definitely worth a revisit"
Gresham,49.802514,9.921491,Ibis Wuerzburg City,3.0,"Het hotel bevind zich echt aan de buitenkant van de stad. Lastig parkeren en ook lastig te vinden met de tomtom. Maar beschikt over alles, vriendelijk personeel. Prima hotel voor een overnachting tussen twee bestemmingen door. Geen klachten!!"
San Antonio,29.487838,-98.583884,Fiesta Inn and Suites,2.0,"Last minute incident caused us to stay at this local hotel and since it was only going to be for one night and we are locals, I didn't want to pay an arm and a leg for a room. With that being said, the place was kind of eerie and the room was dirty. Floors were dirty, shower curtain was full of hair and mildew and room over all had a lingering smoke smell (room was non-smoking). We survived the night but I won't be going back to stay there and unfortunately, I can't say I would recommend this place either."
Coalville,40.91089,-111.40339,Best Western Holiday Hills,2.0,I was working out of town so I got a hotel that would allow me to be close and get some extra sleep. I arrived at the hotel just before Midnight. The first time the fire alarm malfunctioned was just after 6:30 a.m. It happened twice after that do the extra sleep I paid 80 to get didn't happen. When I tried to express this to the woman at the front desk she wasn't too concerned.
Irving,48.886905,2.300571,Best Western Hotel De Neuville,5.0,"Lovely clean, warm hotel, good advice and information for local attractions, and great value for money. Good variety breakfast. Ideal location close to restaurants."
Pittsburgh,40.4461,-79.7139,Super 8 Pittsburgh/monroeville,1.0,"I had trouble requesting a non-smoking room on the website. When I arrived at the hotel and said I would prefer a non-smoking room, I was told that they didn't have to accomidate me because I booked my room through Hotels.com."
Prescott Valley,34.585531,-112.326875,Arizona Inn of Prescott Valley,4.0,"Had a nice little two day getaway with my significant other. The hotel was great value for the price, it was a great fit for our trip and I'll keep it in mind for future trips"
Portland,47.939428,1.892902,Inter-hotel Orl  ans Nord,4.0,"Our main problem with this hotel was trying to find it in the dark! There were no directions given with the confirmation from Hotels.com and the map provided did not show enough detail. Having eventually got there, we were most impressed by the service provided by the manager on duty (Gary) who did all he could to help. The restaurant had good food at very reasonable prices but the breakfast, again good, was a little more expensive than average."
San Francisco,37.799801,-122.436031,Chelsea Inn,3.0,"The hotel staff was very friendly. The rooms were well kept. The prices were decent, not great, and the neighborhood was so so. Some good food in the area, but there's an extremely noisy bar directly next to the hotel. No options for room service, and the pillows were pretty uncomfortable. They do offer one free parking space for your vehicle, which is unusual for San Francisco. All and all, I might stay there again, but there are better options."
Blythewood,34.21438,-80.97437,Days Inn North Columbia Ft. Jackson,3.0,"Luckily we were only here overnight. We had 2 rooms for 6 people. We asked for adjoining rooms but did not even get rooms on the same floor. When we went to our rooms the first thing we noticed were 3 fellows sitting on the side of the parking lot at a picnic table drinking beer from a cooler. Then when I took our girls to the pool, one is 7 and one is 14, there were 3 young men in the pool who supposedly did not speak English. There were some teenage girls leaving the pool as we came in. We later found out they were so uncomfortable by the mens stares they left until a parent could come out with them They stared at our girls until it was uncomfortable. They waited until our 14 year old went under to swim and then one dove into the pool and accidently ran into her. My husband finally came and sat by the pool so we would feel safe. Needless to say we did not swim long. Our phone did not work in our room. They finally switched the phone and the second one did not work either and they basically told us sorry about your luck there is nothing we can do. My husband messed around with the connection until he got it working. The air conditioner didn't work real well either. The room was not the cleanest, not totally filthy, but could have definately used a good scrub. The door in one room did not seem to lock tight and we moved a chair in front of it to make sure no one could get in. We asked for one room to be switched but was told no the owner would not want to."
Garden Grove,33.78814,-117.916591,Anaheim Marriott Suites,4.0,"I just returned home after a weekend at the Anaheim Marriott Suites hotel, and was very pleased with the friendly, attentive and professional staff at the hotel. The front desk staff were efficient and pleasant, housekeeping quickly responded to all our requests, the bell men always greeted us with a smile, the wait staff at the buffet breakfast were extremely... More"
Marathon,24.711823,-81.08055,Sombrero Resort and Marina,3.0,"My family and I stayed there. You get what you pay for. The area is very quiet and almost no shopping. Good for nature activities though. The room is old but clean. Ours had a small kitchen. Very few towels, we're only a family of three a didn't have enough. Also there were two doors into the neighboring room which... More"
West Memphis,35.160223,-90.15817,Days Inn West Memphis,4.0,"Wonderful room, was upstairs and we prefer downstairs viewing Southland Gaming Park, not complaining on that. We were in room 262 and I did put the Do not disturb hanger on door so they wouldn't knock too early, we didn't get any housekeeping either day we were there day, I had to go get clean towels take garbage out and get more room coffee and creamer that's all that I wasn't to crazy about, but I will take the blame for that cause I did put the sign Do Not Disturb on door the first day, actually I thought they would clean it after we left though!"
Clifton,39.5639,2.62598,Gran Melia Victoria,5.0,"There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay."
Irvine,33.67971,-117.837279,Residence Inn By Marriott Irvine John Wayne Airport,5.0,The staff is wonderful...very helpful with flower deliveries and other special requests which made our trip for our daughters graduation an extra special experience.
Mableton,45.421611,12.376187,Hotel Russo Palace,4.0,"Hotel facilities are good and breakfast ample. Econmy rooms have sloping roof so tall guests mind your head We stayed in one and it was fine, the occational bump but for the price you cant really complain."
Hopkinsville,36.81071,-87.49478,La Quinta Inn and Suites Hopkinsville,4.0,"We drove all day and needed a room for the night. I was able to book the room online en route and snagged a great discount. Despite major road construction at the exit off the parkway, we were able to find the hotel fine. The front desk attendant was very helpful in suggesting a restaurant that would deliver at the late hour we had arrived. He also showed us where the breakfast kitchen set up was but he didn't mention the amazing selection of food we had to choose from! Our room was very comfortable in size. The beds were very comfortable with soft and luxurious bedding! The bathroom was spa like! The adjustable massaging shower head was perfect to end the long day of driving! I hated to leave! If all LaQuintas are as nice as this one in Hopkinsville, I will never book anywhere else!"
West Yarmouth,41.655436,-70.256179,Bayside Resort Hotel,4.0,"Room clean and comfortable, hotel staff friendly, hotel facilities clean, continental breakfast enough quantity."
San Antonio,29.487838,-98.583884,Fiesta Inn and Suites,1.0,Its was horrible I will never go back. The day we left I paid for another night we ended up getting into a argument with them and they would not refund my money
Anaheim,33.796738,-117.915091,Travelodge Anaheim Convention Center,1.0,"While the location is great as it has free parking and is located within walking distance to one of the Disney parking areas with a free shuttle, that was about the only thing remarkable about this hotel. The room was dated and had the bare minimum done to make it worth sleeping in. Continental breakfast did have fresh waffles but other than than, toast, cereal, juice and milk were about all that was offered to go with it. Fortunately, there is a Denny's right next door. They may be doing some remodeling but what we saw on our stay was not enough to make me want to stay there again. Room price was relatively cheap compared to many others but worth it to pay more for a decent place to sleep."
Denver,39.915086,-104.992635,Quality Inn & Suites,2.0,The first room was in bad shape carpets were filthy the grout was falling off between tile and wall.When we were leaving the room for lunch the door from the outside would not lock.When we called the front desk the gentleman said he would call maint. After several minutes I went to the front desk and was told maint. Was gone for the night and that they were no more rooms available.after explaining to him that we could not leave our belongings because the was no lock he said that there are cameras.After several minutes of back and forth a room became available. Also on the first night the hot tub had brown scum on top of thewater
El Reno,35.50517,-97.97284,Days Inn El Reno Ok,5.0,"Super excited!! I also check the beds and they were perfect. Helpful staff, delicious complimentary breakfast, and overall great stay!! I will definitely stay there again. My family and I enjoyed our stay very much, the kids loved the complimentary breakfast which also saved us money!'Plenty of on site parking. Close to restaurants and stores. Easy to get to. Most... More"
Denver,39.915086,-104.992635,Quality Inn & Suites,3.0,Room was very comfortable. Breakfast was good. Staff friendly and accommodating. House keeping only left 2 wash cloths each day for 3 guests and forgot to refill coffee 2 out of 4 days. Pool area needs some work and hot tub didn't really bubble. Overall a good experience.
Terre Haute,51.295746,6.557915,Tryp Dusseldorf Krefeld Hotel,5.0,das Hotel lieget etwas auerhalb - sehr ruhig - sehr schn an einem kleinen See gelegen - tolles Frhstcksbuffet - gerumige Zimmer - gut ausgestattet - sehr hell - sehr sauber - das Bad sehr sauber und gut ausgestattet - groe offene Dusche
Silver Creek,45.496711,12.24464,Hotel Garibaldi,4.0,"I am a young female, and I was travelling alone. The staff was very friendly. They gave me lots of tips as to where to go and how to get there they even provided me with a map of Venice. They were also able to sell me all of my transit tickets, including to the airport for my return. The room was comfortable, although small and slightly outdated it was perfect for my needs. I enjoyed the hotel's location as it was much quieter than Venice. It felt very safe for me to be walking around at night and it was very convenient to get to and from Venice as there is a bus that stops directly out front. There are many good restaurants and shops around the corner that are much cheaper to eat at than in Venice if you are on a budget. I would recommend this hotel for single travelers, families or couples. I enjoyed my stay!"
Austin,30.416106,-97.744278,Hilton Garden Inn Austin Nw - Arboretum,4.0,"I found the Hilton Garden Inn to be quite pleasant despite it's location along a very busy Hwy 183 corridor. The room was clean and comfortable. The staff was friendly. The WiFi worked great. There was some renovations going on during our stay, but it did not hinder us moving about the hotel. My only comment is that the windows weren't very soundproof so we did have some highway noise make its way into our room, but it wasn't detrimental so as to impact our stay."
Sulphur,30.21369,-93.32655,Crossland Economy Studios - Lake Charles - Sulphur,1.0,"Walls and ceiling had cracks. Was terrified ceiling was going to cave in, so couldn't sleep. Bed not big enough for 2. Will not stay here again."
Gardena,33.886224,-118.309143,Gardena Terrace Inn,3.0,"hotels.com website indicated that a complimentary breakfast would available, but that was not the case. The lighting was from the ceiling and cast a ghostly white color to the room - the kind of lighting that's used to interrogate prisoners"
Pueblo,38.32148,-104.618378,Wingate By Wyndham Pueblo,5.0,"The front desk staff was awesome! very helpful and friendly. The breakfast was very good hot biscuits, sausage, eggs, gravy, waffles, cereal, fruit, pastries and the coffee was good (which is rare for hotels) and we really liked the bed and pillows. Super comfortable."
Columbus,39.969219,-82.999881,Drury Inn and Suites Columbus Convention Center,4.0,"I really liked this hotel. The rooms were spacious and clean. The bathroom was especially clean. I get grossed out easily and nothing here grossed me out (I didn't even wear my flip flops in the shower). We ended up staying in two different Drury Inns over the weekend. This was our choice as the hot tub was out of order in the first hotel and we really wanted to spend the evening in a hot tub. The first night we stayed at the Drury Inn in Grove City which was a 10-15 minute drive. That hotel was recently remodeled, so the rooms there were fresh looking and had a new feel to them. The Drury Inn downtown had the same great layout, but was just older. Both places had free popcorn and soda, a free happy hour (get the wine), and served free food throughout the day, which helps you save a little on food during your stay."
Long Beach,33.78864,-118.189464,Best Western of Long Beach,3.0,The staff were very friendly and willing. Breakfast satisfying. In fairness because of the hotel being under renovations it is hard to rate the condition as it is obvious that it will be better.
San Antonio,29.487838,-98.583884,Fiesta Inn and Suites,1.0,"From first sight, it looks old & beaten up. But I still decided to take a chance. Walked into the lobby to check in & there was a lot of strangers walking in & out. Once I got my key & went into the room, the room smelled like someone had died in there. There was dead bugs on the floor, the TV cables were cut open, no door to the restroom, the restroom smelled beyond disgusting & the windows were broken but taped. My husband and I were so mad, we went back to cancel and get out money back. DO NOT stay here. It's very shady and disgusting. Never again. They should be reported."
Fort Lauderdale,26.085576,-80.372269,Residence Inn By Marriott Fort Lauderdale Weston,5.0,"My wife and I have been staying at Marriott for years now. We try to visit monthly just to get away from the stress of life. We live in the city of Miami and have visited multiple locations. We really love Marriott, no better place for us."
Albany,42.718398,-73.833766,Days Inn and Suites Albany,4.0,This visit was much better then my last! as far as the room is concerned I had no issue besides low water pressure do to a broken pipe. The desk clerks demeanor on the other hand was not very welcoming at all.
Prescott Valley,34.585531,-112.326875,Arizona Inn of Prescott Valley,5.0,"Kudos to the desk clerk, I screwed up my dates and she worked with me and Hotel.com so I wouldn't have to drive back to Phoenix."
Fort Collins,40.5833,-105.00756,Super 8 Fort Collins,4.0,"We waited until the last minute to get a hotel and were to get a higher end hotel. But the Super 8 served us just fine. It's clean, the carpet and bedspreads were new and the staff was friendly. We would stay again."
Walker,47.09124,-94.57172,Country Inn Walker,5.0,"The hotel was very clean, the rooms were large and beds very comfortable. The staff was A+ and so helpful with anything we needed or asked about. The pool was a comfortable temperature and offered hours open for adults after 10pm. I enjoyed taking advantage of that!"
Dillon,34.43614,-79.36981,Economy Inn,1.0,"I booked this hotel for one night on April 23rd. I got to the hotel about 11:30p and went to check in. The lady at the front desk couldn't find my reservation so I pulled it up on my phone and showed the email confirmation from Expedia. The young man at the desk found the confirmation and said it was for the 29th, I told them no it wasn't and, again, showed the reservation email. The young man told me it was 55.88, but my email told me 54.88. I said I would just pay the extra dollar. The lady asked me how many people, I told her 3. She then told me it wasn't going to be the quoted price of 54.88/ 55.88 but 69. I told her she might want to let Expedia know that the prices on Expedia's site is incorrect. I left and called Expedia, the representative from Economy Inn would not let the reservation be cancelled and they charged me for the night anyway!!! This place is a scam!! RUN AWAY AS FAR AS YOU CAN!!"
Fort Lauderdale,26.096485,-80.246321,Extended Stay America - Fort Lauderdale - Davie,1.0,"Room smelled like cigarettes and mildew. TV kept turning off, called the front desk, they said someone would come look at it, nobody showed up. Staff was nice, but the room was anything but. Stayed the week before, and didn't have any of these issues with the room they gave me. Wifi code didn't work either"
Boise,43.608151,-116.192184,Courtyard By Marriott Downtown Boise,2.0,"The good. Nice bed, great location, and nice lobby. The bad. Small room, very noise bottom floor room, over priced, rooms not cleaned very well!"
Fort Lauderdale,26.085576,-80.372269,Residence Inn By Marriott Fort Lauderdale Weston,5.0,"It is close to everything- restaurants, shopping, highways. Super clean. Front desk staff is very accommodating and helpful. Pool was outdoors and clean. Breakfast was great as well. Highly recommend this hotel if you are in the Weston area or your way to Miami."
Morro Bay,35.364612,-120.851159,Best Western Plus San Marcos Inn,4.0,"The hotel is in an excellent location in Morro bay. We had a good view of the rock from our top floor room. It is close to the sea front where there are several gift shops, places to eat and just generally wander around in a very relaxed and friendly port. The walk to the Rock is great with boats... More"
Black River Falls,44.29782,-90.82021,Comfort Inn and Suites,5.0,"We understood hotel was under construction, but there was never an inconvenience. The hotel staff was amazing. From a problem with one of the vending machines, suggesting an amazing place that delivers food, to helping us get our swimsuits dry. Would definitely stay again! Breakfast was great. And parking our trailer with side by side was super easy. Great trail access too!"
Long Beach,33.78864,-118.189464,Best Western of Long Beach,3.0,"A very good budget hotel, everything exactly what you'd expect. Proximity to the metro station is a huge plus. In a rough neighbourhood but that's not an issue if you have a car or are taking the metro. Beds very nice (by any standard) and the pool was great to relax in. Would recommend as budget hotel. Staff probably bring... More"
Colorado Springs,38.916011,-104.82371,Hyatt House Colorado Springs,4.0,"I enjoyed the hotel. My boys swam in the pool, which was full and there were no towels available when they were done. I have dietary issues and welcomed the chance to make my own meal in a full kitchen. My family chose to have the free breakfast offered with our stay. There was not a seat to be had in the whole place. The staff did their best to accommodate the over-flow, but my family wound up just bringing their meals back to the room."
Salem,37.265157,-80.03187,Hampton Inn Roanoke/salem,3.0,"We got the deluxe king w/ whirlpool. It was dirty with hair and soap scum in the tub. The bar area wasn't that clean either. However, the room was large and bed was comfortable."
Branson,36.65133,-93.26739,Days Inn Branson / Near The Strip,5.0,"Very enjoyable stay. Room very clean and comfortable, staff were very accommodating, excellent breakfast ."
Incline Village,39.244493,-119.936437,Parkside Inn At Incline,3.0,"Nice updates but very thin walls. I could hear the man snoring all night in the room above me. Very nice staff, breakfast O.K., would appreciate yogurt with a little less sugar, stronger coffee and some eggs would be nice. For the price and in Tahoe, what can you expect, a chef on hand with a omelet bar would be sweet. Good location for the Shakespeare Festival."
Newburgh,41.505388,-74.073291,Howard Johnson Inn - Newburgh,1.0,Fasely advertised by the pictures from the Internet versus real life. Scarey looking at first sight looks abandoned.
Monroe,32.49375,-92.08275,Comfort Suites,4.0,"Everything was great except the carpets was a bit dirty. Every time we walked around bare footed, our feet turned black but this was the only issue. Overall a very nice room :)"
Medina,37.850643,15.293988,Villa Carlotta,5.0,"This was our first - but not last - trip to Sicily and we really didn't know what to expect. We took the train from Rome to Palermo and then drove to Taormina and couldn't believe the views from our apartment (the hotel proper was closed). From snow topped Mt. Etna to our right, to the sea at our feet, it was truly breathtaking. Day excursions to Siracuse, Mt. Etna and Castlemola plus a day just wandering around town made for an unforgettable vacation. The views from Etna and Castlemola were simply breathtaking - as was the drive up narrow, winding roads! Another pleasant surprise was the quality of Sicilian wines. The luxury apartments of the Villa Carlota were first class is all respects. Simona and Riccardo were absolutely first class in making us feel at home and helping us with recommendations on dining and sightseeing trips. Could not ask for two better hosts. We will be going back, maybe next time to try the hotel."
San Clemente,33.437538,-117.621732,Holiday Inn Express San Clemente,4.0,Searched for hotels in the San Clemente or San Juan Capistrano area thru trip advisor. This Holiday inn came up. We decided to stay there. Great hotel. Very clean. The staff was friendly and helped us selecting a good seafood restaurant on the water. The only drawback it is hard to find. The GPS takes you to a residential area... More
Albany,42.718398,-73.833766,Days Inn and Suites Albany,1.0,"We checked into our room, looked at the condition it was in, and left. We did not stay. Check in was awkward, as the front desk person was insulting and possibly high. When he looked at my ID he said This is you You look good. You know, in your picture only. Direct quote. The room was gross. The walls were grimy, the mirror on the door broken, the carpet was filthy, and there were holes in the bed linens. We left almost immediately. I was so put off by the rude front desk, I didn't even try to get my money back. We just fled."
Huntersville,35.44025,-80.87268,Candlewood Suites Huntersville,3.0,We were warmly greeted. The H/C room 123 is in the middle of the hallway not close to either entrance. Housekeeping only provides service once in 7 days. Housekeeping did not report problems we had with the shower or mention the sink drain was clogged. The refrigerator was very noisy and woke me up. Dresser drawer was busted.
Irvine,33.67971,-117.837279,Residence Inn By Marriott Irvine John Wayne Airport,5.0,"We chose Residence Inn by Marriott Irvine basically for its convenient location near the airport. Because of the convenient and complimentary hotel shuttle, it allowed us to make our visit to Orange County without having to rent a car. A local cab took us to our primary social event of that week-end. In addition to the convenience of the location, we were totally pleased to find our accommodations so exceptional as well as being able to enjoy the host of amenities that were offered by the hotel. And lastly, I cannot overlook the staff. They were exceptional people - and those include the breakfast area hosts who keep the area always stocked and continually tidy throughout the various time frames of breakfast. We thoroughly enjoyed our stay and would choose Residence Inn by Marriott Irvine again on our next visit."
Castle Rock,39.408529,-104.866775,Days Inn & Suites Castle Rock,1.0,"Booked for 2 days. Came back the first night theroom was dirty, beds were not made, floor not vacuumed and trash not thrown."
Annapolis,38.97555,-76.54838,Hampton Inn and Suites Annapolis,5.0,"We stayed here for our trip to sight-see around DC. Hotel was great, we stayed in a suite which was perfect for our family of 4. Close to a lot of restaurants. Staff was very helpful when we had questions, breakfast options were outstanding. We drove about 20 minutes to a Metro rail and rode that took us to DC,... More"
Englewood,41.000606,28.802515,Radisson Blu Conference and Airport Hotel,5.0,Cheap (October)and very comfortable nearby Atatrk Airport. Free Parking and nice price at bar for dinner.
Westmont,41.81644,-87.955,Extended Stay America - Chicago - Westmont - Oak Brook,4.0,I had a great stay besides the fire alarm being pulled and we were outside the hotel for about an hour for no reason. We were safe is how I logic that situation. Nice relaxing staycation for hubby and I.
West Yarmouth,41.655436,-70.256179,Bayside Resort Hotel,5.0,"quality of hotel and service seems to have declined over the years. unfortunately, i think we will be trying out a new place on our next visit."
Indian Rocks Beach,27.850447,-82.844245,Bay Shores Yachttennisclub 514 2 Br Condo By Redawning,5.0,"We have just returned from spending a week in this condo with our two boys (aged 20 16). The location is perfect for the beach and surrounding activities. The pool is clean and warm, the whole facility is very clean and well maintained. You can sit on the balcony watching boats go up and down the causeway and also the... More"
Rockford,42.27388,-88.9672,Extended Stay America - Rockford - I-90,5.0,It was extremely nice for the rate! Very clean and comfortable. I would recommend this hotel to anyone!
Battle Creek,42.312,-85.19201,Mccamly Plaza Hotel,1.0,"Hotel was terrible ....Amenities were horrific food as well as service , loud neighbors had to call security to make them be quiet....didnt stay the second nite i shoulda checked with trip advisor."
Brookings,44.31141,-96.76286,Days Inn Brookings,2.0,I travel for a living and I would have to tell you that I would rather sleep in my car than to stay at this hotel again.
Columbus,39.969219,-82.999881,Drury Inn and Suites Columbus Convention Center,5.0,"This was my first stay in a Drury hotel, and I was very pleased. The room was very spacious we had a double queen suite, so there was plenty of room for all of us (2 queens and a pull out). It was a little clunky getting to the bathroom in the middle of the night because of the placement... More"
San Antonio,29.487838,-98.583884,Fiesta Inn and Suites,1.0,"Filthy kitchen, filthy fridge, filthy oven, filthy living room, lumpy uneven beds, only one towel for a room with four guests and two beds, no continental breakfast (despite the sign outside saying so,) no batteries in the TV remote, no mat to wipe your feet save for a shredded up towel that was soaked through by the rain anyway. Leaks all over the bathroom, there was a puddle from the moment we walked in. To top it all off, they refused to do a refund despite us staying in the room for only 2 hours, and didn't try moving to another room (like I would trust the hotel anymore.) They said the cutoff time for a full refund was 20 minutes. Or at least that's what they told me three days later. It was Saturday and they told me there wouldn't be a manager until Monday morning (I ended up calling Tuesday at noon, no manager showed up on Monday.) Those two hours were spent unpacking the car, debating whether or not we should leave, and above all, taking pictures of the whole mess. I'll be disputing this with my bank. Meanwhile, never book this hotel. Any of you. Whole place should be closed down and sold to somebody who knows how to run a business."
Grand Prairie,32.783764,-97.06028,Best Western Plus Arlington North Hotel and Suites,3.0,"The hotel is clean and comfortable. For the price paid I was expecting a bigger room and more upscale facility. The shuttle worked really well for us and the driver was super nice and helped us with the many pieces of luggage we had. The personal of front desk were not courteous, and seemed rather unprofessional (or maybe under training). Overall, if you need a clean but small room, and find it at a good rate, this hotel would work fine."
Long Beach,33.78864,-118.189464,Best Western of Long Beach,5.0,"We had a great time everything was great, breakfast was awesome with great service, the only thing was the couch in room was dirty with urine."
Port Clinton,41.52469,-82.85883,Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,4.0,My girlfriend was very pleasantly surprised with my choice and enjoyed the beds and ambiance of the downstairs. She also really liked the pancake machines!
Virginia Beach,36.85497235,-75.97641885,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,5.0,Outstanding service. Staff wonderful and wanting to make you stay pleasurable. View of the ocean from the room was breathtaking. Wonderful to hear the waves crashing on the beach at night. Large and gorgeous rooms. Breakfast bar has anything you would want. Loved the cookies in the afternoon. So close to the beach. It was an easy walk. Will go... More
Fond Du Lac,43.75521,-88.47649,Holiday Inn Fond Du Lac,3.0,"This was once the premier hotel in Fond du Lac, however, it is trapped in 1993 and can't get out. This is a shame because the bed was comfortable, the room was clean,  and only a few touch ups (see photos) could make it nice again. Try the Holiday Inn Express next store, news hotel."
Long Beach,33.78864,-118.189464,Best Western of Long Beach,4.0,I stayed at Long Beach Best Western for 2 nights in January 2016. Highlights - 1) Clean remodeled rooms 2) Comfortable beds 3) Amazing breakfast 4) Friendly staff 5) Close to DTLB. I highly recommend this hotel to other travellers.
Boiling Springs,35.011314,-81.954798,Americas Best Value Inn,5.0,Everything was fine. Staff very friendly room quiet. Only problem air conditioner was only too cold or completely off.
San Clemente,33.437538,-117.621732,Holiday Inn Express San Clemente,5.0,Short stay was extremely easy and efficient to book. Staff was friendly and the rooms was clean and organized. Arrived over two hours before our check-in time and were promptly given a room anyway. Great stay!
Harrisburg,40.277723,-76.821103,Holiday Inn Express - Harrisburg East,4.0,"Trip was for business, very good location to get to where you need to go in the area, many restaurants within a 2 miles of the hotel. Rooms very clean, hotel more than what was expected"
Boise,43.608151,-116.192184,Courtyard By Marriott Downtown Boise,4.0,"This hotel is a clean place to stay if you need to be close to the Boise State campus. It is about a 1 mile walk from the stadium (east) side of campus, if you're going for a football game or concert. It is a bit of walk to the central part of downtown. Close to many restaurants. The rooms... More"
Ruther Glen,37.93338,-77.47601,Days Inn Ruther Glen Kings Dominion Area,2.0,"It is truly run down and not much is being done to keep it up. The pool is OK but the dividing rope is bolted in so no laps. The lines and towels are frayed, scratchy and yellowed. The free breakfast is good and the staff is pleasant. The price is right but could be lower considering."
San Antonio,29.487838,-98.583884,Fiesta Inn and Suites,1.0,The room I got was an efficiency with two rooms. The A/C was in one room an it was hot the bedroom. I just wasn't what I booked. The price was outrageous for what I got.
Prescott Valley,34.585531,-112.326875,Arizona Inn of Prescott Valley,1.0,"The room next to us had many visitors all hours of the day and night, pretty sure it involved drugs. Some of the visitors were repeat customers. One of them was so messed up he was knocking on our door, he was tattooed from head to toe, including his shaved head. I also noticed a couple of them had teardrop tats. One morning there was vomit in front of our door. Never again!"
Lavonia,34.444512,-83.120563,Hotel Lavonia,4.0,"The Econo Lodge provided exactly what I needed. I was on my way from Raleigh, NC to Athens for the UGA football game. It was less than an hours drive. I only needed a good, clean place to get some sleep. The room was very clean and comfortable...a much better bargain than the Holiday Inn Express which would have cost over $100.00 more than what I paid. The desk manager was very personable. I would stay again."
Birmingham,33.520234,-86.808538,Hampton Inn & Suites-downtown-tutwiler,3.0,We were a little disappointed in our stay. There were pros and cons throughout. We were not comfortable walking anywhere from our hotel and thought the neighborhood was rough. We got a cab to Alabama theatre for that reason. Hotel was not kept up well but staff assistance made up for it. There is valet but no one to help you with you bags to your room. The restaurant food was good so that was a plus. Doubt we will be back.
Cambridge,42.374972,-71.110408,A Bed & Breakfast In Cambridge,4.0,"The host was great. The location is close to Harvard Sq. With plenty of great restaurants around. Parking was on the street, but not too inconvenient."
Carlstadt,40.832467,-74.08601,Holiday Inn Express Hotel and Suites Meadowlands Area,4.0,"Hotel was fine, nothing too exciting. Close to NYC via uber so that was great. Staff was nice. Pool was good. Breakfast was perfect. Do not rely on the bar/restaurant next door as an option. It is a nightclub and they frisk you for weapons. Steer clear."
Telluride,37.933273,-107.850865,Mountain Lodge At Telluride - A Noble House Resort,5.0,"My wife and I, along with our dogs, visit Telluride, CO twice a year. We have done this since 20010. We have stayed at Mountain Lodge every time we have gone because there has never been a reason to stay anywhere else. The rooms are luxurious, and the view was killer. Mountain Village has a free gondola that travels over... More"
Newburgh,41.505388,-74.073291,Howard Johnson Inn - Newburgh,3.0,It's an older place. People were pleasant and helpful. Not the cleanest bathroom really needs some up grades.
Austin,30.373974,-97.98694,Lakeway Resort & Spa,3.0,"We traveled with two small kids and wanted something family friendly as this resort boasted to be when researching it. The pros - nice view of the lake, comfortable bed and nice big room with a comfy chair, desk, and free wifi. The cons - while the room was nice (except that it had a fridge but no freezer and a loud AC that kept going on and off ALL NIGHT), the hallways STINK - the carpet is dirty, dated and smelly and I would highly suggest this place replace it QUICKLY as it really ruins the ambiance. The pool boasted being very kid friendly, had fun stuff and a great pool beach for kids - BUT it had a mat that was coming off the floor (missing a bolt) which was a HUGE tripping hazard, the fountain wasn't on, the water was way colder than advertised and the one day we actually ordered some food, it took over 45 minutes to get a few salads, chips and fruit. Molly working at the pool bar was terribly rude and should NOT be working in hospitality. The kid-zone...they have it all over the TV so my kids wanted to check it out...we finally made time to go and it was CLOSED! Nowhere did it mention that it's only open Fri-Sun, AND that you have pay 10/hr as a hotel guest for a bunch of bounce houses, a dirty baby area, and a ping pong table. Really While 10 an hour isn't a lot, that's exactly the point - why in the WORLD would you CHARGE your guess for this Ridiculous. Bottom line, the room was nice, the pool was ok - but I wouldn't come back to this hotel again."
Telluride,37.933273,-107.850865,Mountain Lodge At Telluride - A Noble House Resort,5.0,"We stayed in a 2 bedroom for 3 nights in early Feb 2016 and we loved it. The room was very clean, warm, comfortable, spacious, and the free WIFI is good. And of course we skied in and out of the Lodge every day and got our demo-ski packages from the shop inside the Lodge! No need to have a... More"
